,Avg Sentance Length,Average Word Length,Nouns,Adjectives,Coordinating Conjunction,Cardinal Number,Determiner,Preposition or Subordinating Conjunction,Adjective,"Adjective, Comparative","Adjective, Superlative",Modal,"Noun, singular or mass","Noun, Plural",Possessive Pronoun Phrase,Adverb,"Adverb, Comparative","Verb, Base Form","Verb, Past Tense","Verb, Gerund or Present Participle","Verb, Past Participle","Verb, non-3rd Person Singular Present",Verb 3rd Person Singular Present,Wh-determiner,Possessive Wh-pronoun
0,-1.8580872757593143,0.5823138167690971,-0.3302737601500213,-0.3649446087863683,-1.0492214243980242,-0.06681029570103358,-0.6480588620755694,-0.5256776731570392,-0.25726405047517775,-2.1335541156582605,-0.36612501812816134,-0.09749283491222474,-0.3378369978380601,-0.14416297790611618,0.48956436750648263,0.695637476104937,-1.2215709378384492,1.6438067307107938,0.1538979064728124,-0.6919028203213902,0.4199724583077942,0.24635973613639667,1.0134685979322255,-0.9010008709670181,1.1318994072435018
1,-1.785298572839842,0.39934379699795003,-0.5289126335723748,-0.6492565006889023,-0.6552899148767444,0.0204700032158823,-0.9234805261978987,-1.1634337135384054,-0.5321885693706295,-1.1375931110419784,-0.8346891604994346,0.0874384060921847,-0.4514515762020176,-0.8354146476596122,0.7088524005634181,1.6613808649193864,-1.2265761926463916,1.6678331384678333,0.5728609983797525,-1.0311361883332415,0.9521281318882946,0.2061456297080108,0.8239533016171476,-0.6566371442774679,1.9659207904495426
2,-2.4075940954967736,0.216373777226803,0.5340090099759482,-0.8953494169586367,-1.0070144769493157,-0.08578427372645007,-0.8328354215500433,-0.9228959682042568,-0.6865321589259707,-1.5307356128641951,-1.5663068564826506,-0.08607732620824858,0.7271693823763752,-0.9866809163588501,0.46435210702132623,1.2354256059746103,-0.35566185606438233,1.6518155332964737,0.3676637897493351,-1.2852003277804156,-0.306695289064199,-0.6006498805114792,-0.4015014365183886,-1.236217778092427,1.0499435487781688
3,1.4569113818725512,0.6359850225686319,-0.5562284738258704,0.38358801153407507,0.30140089396064973,-0.7100281507626521,-0.05189298150698298,0.01718733007415855,0.1739333528450577,1.457147400984652,1.4423681629539462,1.4287606788093523,-0.45405741515531883,-1.018341298179621,0.43913984653617094,0.9208551992251638,1.1609303507422208,-0.010011003232099625,-0.2686730484430137,-0.3699920072718462,-0.6351637910328523,-0.8746084805548574,-0.7851827112667064,-0.1115180616623168,-0.12154313399100974
4,0.8528130349454883,1.0580358681740767,-0.44432937384005755,-0.1673245396606718,0.18884903409742682,-1.1938645904107723,-0.7596220677960067,-0.19907596389599308,-0.23314786460715528,0.5660243968542941,0.32439056010318906,1.0166608145958227,-0.2729516079008453,-1.417613891141564,0.7364099876053329,0.8131423751241857,1.5313192065299719,1.0431465367848038,-0.7101852841554941,-0.17655681019274808,-1.0425381342565456,-0.10048693180843088,-0.22128750443963324,-0.9323295538759349,0.06165231434326524
5,-0.20693301479655893,0.8579886465576235,-0.2238857507416673,0.013516466992087653,1.8630579495628663,-0.8751017595837755,0.5547319495978941,-1.3355616413922,0.014766526116111726,-0.4823556080049506,0.15176166554535134,0.20273504400234124,-0.15673119058358653,-0.5838905031945996,0.3863699990091008,0.016312278649906076,0.29001601416021106,-0.13815184460297722,-0.6001454623844572,-0.729435022739723,-0.5195575584963993,1.412568822559585,0.730939659253919,0.11404845528188343,0.5341037337316581
6,0.8956721725197814,0.6189078207233256,0.17315238346923614,0.25681287284966625,1.595747282387712,-0.48613521006273747,0.8998806172954966,-0.9648245660147963,0.27715062836019255,-1.1375931110419784,0.2586271717002033,-0.5369899200152966,0.2823526730477616,-0.6348988961280635,-0.7927429274013241,0.0689446813356103,-0.35065660125643977,-0.7227944333576078,-0.1378880143708796,-0.5648707505978031,0.2383055214647955,-0.13316089328149436,-0.48172570305667317,0.3960066014621341,0.2062802998703239
7,0.7838553163901983,1.067794269228539,0.24623423677902834,0.09088658839507255,2.116299634255118,-0.8788965551888587,0.2862829858330922,-1.14798633539768,0.12763027597845522,-1.1375931110419784,0.07777785359199278,-0.30068888984299563,0.3357723715904495,-0.4607667961138241,-0.47671017387809267,0.33700273222327165,-0.12542013489902326,-0.5986579932795697,0.011387317621797781,-0.3945322934684481,0.2474806192851504,-0.38952582176245376,-0.6328728718969194,0.3772093917167841,0.19663843416851995
8,-0.23877807232382847,0.4383774012157947,0.1992701605537197,-1.0510218299019918,0.4420907187896782,-0.8542303837558175,-0.40401434956211285,-0.7949034064668199,-0.9759263893422364,0.749490897704662,-1.1799469496151096,0.37510922543237757,0.3975307547837002,-1.2206159598123234,0.6900897881093487,-0.7009572091134246,0.004716490107484052,-0.7348076372361276,-0.7228128046865965,0.6607000129854386,-0.03878243270987839,-0.3216645171645527,-0.3177891583914828,-0.988721183111985,-0.7723690688627756
9,0.6473764984161886,-0.7326307253195447,-0.3077501725725768,-0.15240981746250604,-0.2613584053554645,0.7244045879588337,-0.7317312663658974,1.3346280086474314,-0.0855568070948595,-1.006545610434573,-0.2921412061748023,0.9561586184647506,-0.4324289518429145,0.6596589383212317,0.506567985042983,-0.4500352893327373,-0.8111400435871574,1.5316834945112754,0.04566201620621856,-1.226014931659199,1.0677343644247475,1.1486637491233032,-0.038748231301797165,0.11091558699099176,-0.5939945533794025
10,0.1601231745966989,-0.7472683269012348,0.28864567296208804,-0.20274700488131564,-0.5427380550135216,-0.4557768452220715,-0.062352032043273595,1.0146466043038394,-0.04793555714074529,-0.6658221088553186,-1.1717265260647363,-0.7013732453525495,0.25394902845677364,0.4046169736539112,0.41861823916453245,0.02365633483860831,-1.0363765099445736,0.36239831700201514,0.0420541531973325,-1.1928133679814432,0.7888113906860039,1.518130851934098,-0.18175670643526107,-0.2963572908249256,-0.430082836448736
11,0.5894328599079255,-0.9595135498357663,0.07994306892002497,-0.3705376296106798,0.020021244302592615,-0.48803260786527936,-1.3871650999734657,1.515583009724497,-0.19842055695720298,-0.3513081073975449,-1.467661773878172,0.3123239275605099,0.1643081684631922,-0.5223286496542117,0.16415030775621547,-0.3570105776091659,-0.8411715724348129,0.3864247247590539,0.19178046806612084,-1.0585635670235616,0.3685919105138157,1.2768462133637828,0.09728422065442459,-0.1741754274801503,-0.9941319800042664
12,-0.26080623241787887,-0.21299586916948807,0.1077381344411262,-0.5709542091485317,-0.1347375630093387,-0.6493114210813193,-0.0030840790042916647,0.4960560524366385,-0.4222187618124484,0.19909139515355817,-1.500543468079665,-1.1705506530859588,0.06971621445833782,0.3201892887985223,-0.9123545817960159,-1.2958257603983707,-1.3166707791893584,-0.8829704850712053,0.948529734180055,1.256884612938182,-0.06447270660686849,-0.25631659421842573,-0.30848779415516,0.7656850597873515,0.07129418004506918
13,-2.5775940266573825,-2.1305216763711035,1.8784754982423228,0.12910556402787177,3.9734053219982943,0.5972789351885434,0.15380167904007291,1.7252259987771958,0.3070546988365405,-2.919839119302694,-0.5634151833371183,-0.6956654910005617,1.8672239244459026,1.1855730585662576,-1.9020823887481775,-1.5846919704873577,0.5452840093652831,0.5626183816440111,-2.7544906615657836,0.35611175489820196,-3.2207063568084555,0.7364691582323485,3.3411349980720195,-1.6340920510356693,-2.2090070584315624
14,-1.0021017068872355,-0.33985508287748206,-0.44001634643161064,-1.0389036181159816,-0.5286690725306187,0.33733543624033757,-0.5086048549250228,-0.146113524556364,-0.920941485563146,0.015624894303190593,-1.319694149971454,-1.3440663853863926,-0.5715807519492291,0.6297574666016149,-0.011162852361495243,-0.703405227842992,-1.441802149387923,-0.5305831713012907,2.003829664279344,0.6058452556047984,0.11719423023613024,-1.3245037962224235,-1.0432955688246655,0.02632814313691654,-0.22760365671085317
15,-1.2482424522859772,0.648183023886708,1.9721640380591399,-0.3397760150769635,-0.4161172126673958,0.026162196623507036,-0.5992499595728781,-1.0486817616358757,-0.29392065299457076,0.041834394424671725,-0.5058722184845057,-1.7002302569504406,2.024877181120661,0.8109252070204697,-1.0313799045515193,-1.1232404399638491,-0.9913292166730903,-1.0911993522988817,-1.0209124857958403,1.1572799219049152,-1.8205864294225182,-0.6006498805114792,-0.18524471802388226,-0.568916832132501,0.6883735849605213
16,-0.3534681667265487,1.0165626636926182,1.0522911368909662,3.9109198114002695,1.201815772866432,-0.4671612320373214,1.0811708265912072,-1.1082645058929586,3.8907199188246264,1.5619854014705765,0.8422772437767017,-1.6283125521153925,1.0380459695052784,0.7177029716593113,-2.456752119421605,0.21582580510967125,-0.09538860605136772,-1.8280091901814302,-1.6243275740321006,-1.2563294028432366,-1.123278995075656,1.236632106935397,3.305092211656269,-0.05199356413537498,-1.1773274283385409
17,1.3197142543302571,1.3532275000715277,-1.5870420244446453,0.10114045990631078,-0.02218570314611598,-0.6227478518457362,-0.3900689488470582,-1.2119826162663987,-0.15597606982948445,0.38255789600392615,2.1082224705341774,2.4983938443718943,-1.5151550369398032,-1.4228906214450256,0.7346509926877638,1.1534169785340929,1.7215188892317903,0.7868648540430477,0.1561528208533668,0.2738296188272423,0.7154106081231763,0.9048657289012144,0.39260253515767524,0.40853807462570085,0.4087594796082068
18,0.961996089324695,0.8579886465576235,-0.5758767097976836,1.0631400416880004,0.3998837713409696,-1.7915448982113913,-0.44585055170727683,-1.3730767025911037,0.9147825827106977,0.6708623973402186,1.368384351000588,1.8808148234867978,-0.6531435111875754,0.18123539080736165,-0.4907821332186442,0.7054295510232077,1.0408042353515987,1.9841808406021881,-2.001800241336846,-1.2967486977552871,0.9356129558116594,2.1866903713060113,1.3146002650831785,1.342132825311419,0.03754765008875537
19,0.42422165920254595,1.4459323100889092,-1.6855228169375132,0.26147372353659293,0.020021244302592615,-0.5715181111771119,-0.30988289473549424,-0.779456028326095,-0.04600626227130373,1.8502899028068682,2.1164428940845506,2.2278462880876653,-1.6897462468110227,-0.9673329052461571,0.2562043751089935,0.2929383950910539,2.2871126825293024,0.1541694497743383,0.36856575550155707,0.545216313236723,1.053054207912182,0.41978307010881055,-0.12478585048778365,1.0445103376767098,0.6401642564515015
